GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1039874980	2020-12-31 09:19:02.225721	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	20				United States	US	North Carolina	US-NC	Cleveland	US-NC-045		29			Cleveland County (general sightings)	L5851104	P	35.2922901	-81.5375662	1998-05-20	09:00:00	obsr527452	S78291748	Traveling	P22	EBIRD	360	24.140		13	1		0	1	0		Venture to Cleveland County- can't recall where we stopped that day.		
URN:CornellLabOfOrnithology:EBIRD:OBS1040085102	2020-12-31 09:19:02.211171	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	12				United States	US	North Carolina	US-NC	Cleveland	US-NC-045		29			Cleveland County (general sightings)	L5851104	P	35.2922901	-81.5375662	2002-05-27	09:30:00	obsr527452	S78303923	Traveling	P22	EBIRD	330	24.140		6	1		0	1	0		Cleveland County Venture		
URN:CornellLabOfOrnithology:EBIRD:OBS968775223	2020-08-16 17:55:32	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Cleveland	US-NC-045		29			Crawley Gin Road	L12082751	P	35.3316292	-81.6905860	2005-04-27	09:00:00	obsr527452	S72483670	Traveling	P22	EBIRD	60	3.219		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS968787065	2020-08-16 18:18:18	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Cleveland	US-NC-045		29			New Earth Dawning Dirt Farm	L3113078	H	35.3363692	-81.6700888	2005-04-27	10:15:00	obsr527452	S72484789	Traveling	P22	EBIRD	60	3.219		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS76706777	2017-01-19 20:00:43	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	30				United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_402	27	USFWS_80		Pea Island NWR--North Pond	L130800	H	35.7175756	-75.4985794	2009-06-06	08:15:00	obsr177950	S5460136	Incidental	P20	EBIRD	40			2	1	G126216	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS76706874	2018-08-03 14:50:12	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	30				United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			Cape Hatteras	L130081	H	35.2390251	-75.5356293	2009-06-04	18:00:00	obsr177950	S5460142	Incidental	P20	EBIRD	80			2	1	G126220	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS76704453	2017-01-19 20:00:52	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	30				United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_402	27	USFWS_80		Pea Island NWR--North Pond	L130800	H	35.7175756	-75.4985794	2009-06-06	08:15:00	obsr103121	S5459970	Historical	P62	EBIRD				2	1	G126216	0	1	1		With Maggie MacPherson.		
URN:CornellLabOfOrnithology:EBIRD:OBS76703923	2018-08-03 14:50:12	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	30				United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			Cape Hatteras	L130081	H	35.2390251	-75.5356293	2009-06-04	18:00:00	obsr103121	S5459921	Historical	P62	EBIRD	80			2	1	G126220	0	1	1		With Maggie MacPherson.		
URN:CornellLabOfOrnithology:EBIRD:OBS137166618	2016-08-11 09:04:46	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_402	27	USFWS_80		Pea Island NWR	L190286	H	35.6659100	-75.4799000	2010-05-19	14:00:00	obsr141075	S9666564	Traveling	P22	EBIRD	300	6.437		1	1		0	1	1		Mammals: Muskrat (Adult) 1, Nutria (Adult) 2, Northern Raccoon (Adult) 2, River Otter (Adult) 3      --------        Nonavian Reptiles: Yellow-bellied Slider (Adult, Male) (Adult, Female) 6, Redbelly (Juvenile, Female) 1, Red-eared Slider (Adult, Female) 1, Common Snapping Turtle (Adult, Male) (Adult, Female) 2	(Adult, Male) (Adult, Female)	
URN:CornellLabOfOrnithology:EBIRD:OBS137404715	2016-08-11 09:04:46	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	20	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			NC: Dare: West Hatteras Island	L1382167	P	35.2166802	-75.6868742	2010-05-18	07:00:00	obsr141075	S9684330	Incidental	P20	EBIRD				1	1		0	1	1		Localities: Cape Hatteras National Seashore, Cape Hatteras, Hatteras Village, Hatteras, Hatteras Inlet, Frisco & Avon     ------      Conditions: 50-70F, 25-30mph winds, cloudy, hazy and foggy.     ------     Mammals: Eastern Gray Squirrel (Adult, gray form)	(Adult, Male) (Adult)	
URN:CornellLabOfOrnithology:EBIRD:OBS137161428	2016-08-11 09:04:46	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			NC: Dare: Cape Hatteras -- Cape Point Campground	L1232677	P	35.2357127	-75.5379152	2010-05-19	07:00:00	obsr141075	S9666257	Traveling	P22	EBIRD	240	8.047		1	1		0	1	1		Mammals: Eastern Cottontail (Adult) 4, Eastern Gray Squirrel (Adult) 1	(Adult, Male) (Adult, Female)	
URN:CornellLabOfOrnithology:EBIRD:OBS137157119	2016-08-11 09:04:46	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			NC: Dare: West Hatteras Island	L1382167	P	35.2166802	-75.6868742	2010-05-20	07:00:00	obsr141075	S9665890	Incidental	P20	EBIRD				3	1		0	1	1		Dare County, NC: Frisco to Buxton, Miramar Dock in Frisco & Cape Hatteras Lighthouse Area       --------        Osteichthyes: Skilletfish (Adult), Fish Sp.      --------      Molluscs: Snail Sp. (Adult), Ribbed Mussel (Adult)       ---------       Crustaceans: Intermediate Shore Shrimp, Palaemonetes intermedius (Adult),  Spider Crab (Juvenile), Ble Crab (Adult, Female) (Juvenile), White-fingered Mud Crab (Adult)      --------      Ctenophora: Leidy's Comb Jelly (Adult)        ---------       Algae: Sea Lettuce (Green Algae)	(Adult, Male)	
URN:CornellLabOfOrnithology:EBIRD:OBS136637965	2018-08-03 14:53:31	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			NC: Dare: West Hatteras Island	L1382167	P	35.2166802	-75.6868742	2010-05-21	16:00:00	obsr141075	S9625411	Incidental	P20	EBIRD				1	1		0	1	1		Molluscs: Coquina (Adult) (Subadult)	(Adult, Male) (Adult, Female)	
URN:CornellLabOfOrnithology:EBIRD:OBS122859672	2015-11-01 15:28:47	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			NC: Dare: Miramar Rental & Sunset Strip Area	L1169530	P	35.2375357	-75.6287536	2011-05-17	08:00:00	obsr141075	S8563330	Stationary	P21	EBIRD	180			1	1		0	1	1		Crustaceans: Striped Hermit Crab (Adult), Blue Crab (Subadult), Barnacle Sp. (Adult)   -------   Osteichthyes: American Eel (Subadult)   -------   Amphibians: Green Treefrog (Song)	(Adult, Male)	
URN:CornellLabOfOrnithology:EBIRD:OBS122780392	2018-09-05 16:13:19	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			Cape Hatteras	L130081	H	35.2390251	-75.5356293	2011-05-16	15:00:00	obsr141075	S8557660	Traveling	P22	EBIRD	60	8.047		2	1		0	1	1		Mammals: Eastern Cottontail (Adult), White-tailed Deer (Adult) (First Spring)	(Adult, Male) (Adult, Female)	
URN:CornellLabOfOrnithology:EBIRD:OBS122883917	2018-09-05 16:13:19	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			NC: Dare: Miramar Rental & Sunset Strip Area	L1169530	P	35.2375357	-75.6287536	2011-05-18	08:00:00	obsr141075	S8565212	Traveling	P22	EBIRD	480	6.437		3	1		0	1	1		Mammals: Eastern Gray Squirrel (Adult)   -------  Non-avian Reptiles: Northern Water Snake (Adult)   -------   Algae: Sea Lettuce (Green Algae)   -------   Molluscs: Common Slipper Shell (Adult) (Subadult), Ribbed Mussel (Adult) (Subadult), Atlantic Oyster (Adult) (Subadult), Oval Marsh Snail (Adult)   -------   Cnidarians: Atlantic Sea Nettle (Adult, Marine Form)   -------   Crustaceans: Sea Roach (Adult) (Subadult), Striped Hermit Crab (Adult) (Subadult), Common Spider Crab (Adult), Blue Crab (Adult) (Subadult), Brackish Water Fiddler Crab AKA Red-jointed Fiddler Crab (Adult)	(Adult, Male)	
URN:CornellLabOfOrnithology:EBIRD:OBS122783785	2018-09-05 16:13:19	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	S 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_402	27	USFWS_80		Pea Island NWR--North Pond	L130800	H	35.7175756	-75.4985794	2011-05-16	18:18:00	obsr141075	S8557812	Traveling	P22	EBIRD	99	3.219		1	1		0	1	1		Mammals: Nutria (Adult)   -------   Nonavian Reptiles: Yellow-bellied Slider (Adult), Common Snapping Turtle (Adult)   -------   Amphibians: Green Treefrog (Song)	(Adult, Male) (Adult, Female)	
URN:CornellLabOfOrnithology:EBIRD:OBS122865474	2016-08-25 10:49:26	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			NC: Dare: Miramar Rental & Sunset Strip Area	L1169530	P	35.2375357	-75.6287536	2011-05-16	09:30:00	obsr141075	S8563836	Incidental	P20	EBIRD				3	1		0	1	1		Amphibians: Green Treefrog (Song)   -------   Molluscs: Marsh Periwinkle AKA Gulf Periwinkle (Adult)	(Adult, Male) (Adult, Female)	
URN:CornellLabOfOrnithology:EBIRD:OBS122885614	2018-09-05 16:13:20	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			NC: Dare: Cape Hatteras -- Ponds at Lighthouse Rd & Ramp 44	L1232669	P	35.2359133	-75.5302119	2011-05-18	10:00:00	obsr141075	S8565357	Traveling	P22	EBIRD	56	3.219		1	1		0	1	1		Non-avian Reptiles: Yellow-bellied Slider (Adult)   -------   Mammals: Eastern Cottontail (Adult) (Bunny)	(Adult, Male) (Adult, Female)	
URN:CornellLabOfOrnithology:EBIRD:OBS122866628	2019-11-17 18:05:14	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			Hatteras Landing Marina	L1192916	H	35.2085710	-75.7029033	2011-05-16	11:30:00	obsr141075	S8563969	Incidental	P20	EBIRD				3	1		0	1	1		Amphibians: Green Treefrog (Song)	(Adult, Male) (Adult, Female)	
URN:CornellLabOfOrnithology:EBIRD:OBS122887543	2019-11-17 18:05:14	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			Hatteras Landing Marina	L1192916	H	35.2085710	-75.7029033	2011-05-20	05:00:00	obsr141075	S8565521	Traveling	P22	EBIRD	90	8.047		1	1		0	1	1			(Adult)	
URN:CornellLabOfOrnithology:EBIRD:OBS122886613	2018-09-05 16:13:20	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X	H 	C2		United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_323	27			NC: Dare: Cape Hatteras -- Cape Point Campground	L1232677	P	35.2357127	-75.5379152	2011-05-18	10:56:00	obsr141075	S8565412	Traveling	P22	EBIRD	10	1.609		1	1		0	1	1		Mammals: Eastern Cottontail (Adult)	(Adult, Male)	
URN:CornellLabOfOrnithology:EBIRD:OBS359876350	2018-08-03 17:25:28	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Dare	US-NC-055	US-NC_402	27	USFWS_80		US-NC-Nags Head-Cape Hatteras National Seashore - 35.7166x-75.4938	L4076932	P	35.7166000	-75.4938390	2015-11-29	08:44:00	obsr100036	S26364254	Traveling	P22	EBIRD	90	4.828		1	1		0	1	1		<br />Submitted from eBird for iOS, version 1.1.3 Build 30	These were regular red-winged blackbirds.	
URN:CornellLabOfOrnithology:EBIRD:OBS858721822	2020-10-08 07:33:31	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Durham	US-NC-063		29			Rivermont Road	L10511371	P	36.0565321	-78.9697430	2020-02-01	10:38:00	obsr1519781	S64005930	Stationary	P21	EBIRD	83			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS935648871	2020-10-06 14:12:26	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Durham	US-NC-063		29			Rivermont Road	L10511371	P	36.0565321	-78.9697430	2020-05-31		obsr1519781	S69913081	Historical	P62	EBIRD				1	1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1037234439	2020-12-28 11:37:50.410522	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	45				United States	US	North Carolina	US-NC	Durham	US-NC-063		29			Third Fork Creek Trail	L7850530	H	35.9454747	-78.9329530	2020-12-27	15:04:00	obsr527452	S78085074	Traveling	P22	EBIRD	57	3.227		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1033291360	2020-12-22 13:15:18.868809	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Durham	US-NC-063	US-NC_313	29			Flat River Waterfowl Impoundment	L998132	H	36.1274210	-78.8321335	2020-12-21	08:49:00	obsr981980	S77797488	Traveling	P22	EBIRD	187	5.354		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1036068158	2020-12-26 08:49:22.754025	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2	P 	C3		United States	US	North Carolina	US-NC	Graham	US-NC-075	US-NC_3724	28			Tallulah Bog	L578967	H	35.2747741	-83.6915302	2002-05-09	09:30:00	obsr527452	S77991442	Traveling	P22	EBIRD	240	3.219		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS973173782	2020-08-28 06:37:52	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Graham	US-NC-075	US-NC_3724	28			Tallulah Bog	L578967	H	35.2747741	-83.6915302	2005-04-23	12:00:00	obsr527452	S72896974	Traveling	P22	EBIRD	90	0.000		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS997133900	2020-10-18 15:47:53	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Granville	US-NC-077	US-NC_313	29			Knap of Reeds Creek Waterfowl Impoundment	L836545	H	36.1378227	-78.7985373	2020-10-17	07:25:00	obsr981980	S74931447	Traveling	P22	EBIRD	140	2.901		2	1	G5813355	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS998483223	2020-10-18 15:47:53	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Granville	US-NC-077	US-NC_313	29			Knap of Reeds Creek Waterfowl Impoundment	L836545	H	36.1378227	-78.7985373	2020-10-17	07:25:00	obsr1227762	S75038279	Traveling	P22	EBIRD	140	2.901		2	1	G5813355	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1065958926	2021-02-04 17:49:08.689119	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	15				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Four Seasons Marsh	L383125	H	35.3251048	-82.4487126	1987-05-30	17:15:00	obsr527452	S80432607	Stationary	P21	EBIRD	15			2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1044446187	2021-01-04 16:57:15.395315	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	12				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1995-03-11	09:00:00	obsr527452	S78678162	Traveling	P22	EBIRD	120	3.219		48	1		0	1	0		Monthly walk - big crowd of folks!!		
URN:CornellLabOfOrnithology:EBIRD:OBS1044459245	2021-01-05 15:16:08.726798	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1995-04-21	09:00:00	obsr527452	S78680001	Traveling	P22	EBIRD	120	3.219		14	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1044390834	2021-01-04 15:54:02.392728	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1995-04-20	09:00:00	obsr527452	S78672944	Traveling	P22	EBIRD	150	4.828		2	1		0	1	0		ST and LF		
URN:CornellLabOfOrnithology:EBIRD:OBS1044628637	2021-01-04 21:21:05.490836	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1995-06-16	08:00:00	obsr527452	S78692292	Traveling	P22	EBIRD	120	3.219		32	1		0	1	0		Another big group for the monthly walk		
URN:CornellLabOfOrnithology:EBIRD:OBS1046941019	2021-01-08 10:50:55.125511	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1995-07-08	08:00:00	obsr527452	S78870124	Traveling	P22	EBIRD	120	3.219		16	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1046878314	2021-01-08 09:02:25.219429	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1995-12-10	09:00:00	obsr527452	S78866520	Traveling	P22	EBIRD	45	1.609		1	1		0	1	0		Very cold- wind chill well below freezing		
URN:CornellLabOfOrnithology:EBIRD:OBS1041384358	2021-01-01 16:27:48.653988	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-07-12	09:00:00	obsr527452	S78420589	Traveling	P22	EBIRD	120	3.219		2	1		0	1	0		ST, LF		
URN:CornellLabOfOrnithology:EBIRD:OBS1041389044	2021-01-01 16:35:06.947215	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-08-17	09:00:00	obsr527452	S78421526	Traveling	P22	EBIRD	150	4.828		2	1		0	1	0		ST and RMcN		
URN:CornellLabOfOrnithology:EBIRD:OBS1041371471	2021-01-01 16:19:46.607068	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-08-09	08:00:00	obsr527452	S78419635	Traveling	P22	EBIRD	120	3.219		3	1		0	1	0		ST, LF and WF		
URN:CornellLabOfOrnithology:EBIRD:OBS1040117545	2020-12-31 09:30:47.066783	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-08-30	08:30:00	obsr527452	S78306470	Traveling	P22	EBIRD	180	4.828		7	1		0	1	0		ST, LF, WF, Tom, Rick, Tony P and Billie (Aus)		
URN:CornellLabOfOrnithology:EBIRD:OBS1043396728	2021-01-05 15:16:08.584774	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-09-22	09:00:00	obsr527452	S78592112	Traveling	P22	EBIRD	180	4.828		4	1		0	1	0		ST, WF, Dee and Jennifer W		
URN:CornellLabOfOrnithology:EBIRD:OBS1043417171	2021-01-03 14:50:56.528861	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Henderson	US-NC-089		28			Jackson Park	L207852	H	35.3217702	-82.4483866	1997-09-25	17:00:00	obsr527452	S78594321	Traveling	P22	EBIRD	120	3.219		2	1		0	1	0		ST and LF		
